snippet_id,cc_total,mi
exp_0_HumanEval/110,14,73.1055284319519
exp_0_HumanEval/111,12,74.06372647442846
exp_0_HumanEval/112,13,55.7401591708291
exp_0_HumanEval/113,0,0
exp_0_HumanEval/114,18,65.2622658408327
exp_0_HumanEval/115,14,69.53740389256372
exp_0_HumanEval/116,0,0
exp_0_HumanEval/117,11,74.89947823666661
exp_0_HumanEval/118,20,65.10960520126717
exp_0_HumanEval/119,22,62.67074421687133
exp_0_HumanEval/120,13,77.7519348269611
exp_0_HumanEval/121,11,77.5279041555475
exp_0_HumanEval/122,9,80.6328735145108
exp_0_HumanEval/123,10,73.27378560304356
exp_0_HumanEval/124,29,53.09536163626456
exp_0_HumanEval/125,16,54.694841700504256
exp_0_HumanEval/126,19,66.678269046246
exp_0_HumanEval/127,15,68.67655715911565
exp_0_HumanEval/128,17,70.65060348147074
exp_0_HumanEval/129,26,56.67673647593295
exp_0_HumanEval/130,14,69.77959600200343
exp_0_HumanEval/131,11,74.53771596286715
exp_0_HumanEval/132,21,63.13916320051199
exp_0_HumanEval/133,0,0
exp_0_HumanEval/134,0,0
exp_0_HumanEval/135,9,81.5227496380086
exp_0_HumanEval/136,20,63.3124196877724
exp_0_HumanEval/137,14,71.99609547859323
exp_0_HumanEval/138,10,60.48860824455307
exp_0_HumanEval/139,7,85.32030076298858
exp_0_HumanEval/140,8,87.80432186620006
exp_0_HumanEval/141,36,52.11813746073623
exp_0_HumanEval/142,17,66.36364368777929
exp_0_HumanEval/143,11,78.04576184230069
exp_0_HumanEval/144,15,69.87976961350685
exp_0_HumanEval/145,9,80.54993281599481
exp_0_HumanEval/146,0,0
exp_0_HumanEval/147,0,0
exp_0_HumanEval/148,12,70.17991151121574
exp_0_HumanEval/149,0,0
exp_0_HumanEval/150,13,74.76574038026482
exp_0_HumanEval/151,15,68.500689949209
exp_0_HumanEval/152,9,78.25425014940495
exp_0_HumanEval/153,20,65.37587629449777
exp_0_HumanEval/154,11,83.35274583643823
exp_0_HumanEval/155,0,0
exp_0_HumanEval/156,18,66.70963362014207
exp_0_HumanEval/157,13,75.78864900194573
exp_0_HumanEval/158,18,65.54242679417844
exp_0_HumanEval/159,11,76.89604078597544
exp_0_HumanEval/160,12,68.35103421441933
exp_0_HumanEval/161,13,77.5367032050272
exp_0_HumanEval/162,8,86.11011780829419
exp_0_HumanEval/163,9,81.61584671850132
exp_1_HumanEval/0,12,55.542105724535425
exp_1_HumanEval/1,9,55.1313342392154
exp_1_HumanEval/2,5,64.62757067977226
exp_1_HumanEval/3,11,52.420622376856
exp_1_HumanEval/4,6,59.80562719867833
exp_1_HumanEval/5,9,57.24003577428627
exp_1_HumanEval/6,0,0
exp_1_HumanEval/7,8,63.39974359951962
exp_1_HumanEval/8,8,56.54320580984786
exp_1_HumanEval/9,8,59.081473406593545
exp_1_HumanEval/10,11,53.65662630214386
exp_1_HumanEval/11,6,62.11196585192192
exp_1_HumanEval/12,8,59.2560823105146
exp_1_HumanEval/13,7,62.03849521543632
exp_1_HumanEval/14,6,62.465050444989814
exp_1_HumanEval/15,5,66.44080176157009
exp_1_HumanEval/16,8,60.07953778731897
exp_1_HumanEval/17,11,56.00385915830369
exp_1_HumanEval/18,0,0
exp_1_HumanEval/19,7,61.52864521531278
exp_1_HumanEval/20,0,0
exp_1_HumanEval/21,8,59.39686372066753
exp_1_HumanEval/22,7,66.65547753010898
exp_1_HumanEval/23,5,67.82742192357686
exp_1_HumanEval/24,10,57.04243038413231
exp_1_HumanEval/25,0,0
exp_1_HumanEval/26,7,61.14479142987
exp_1_HumanEval/27,7,67.55841607562364
exp_1_HumanEval/28,5,66.9244833780622
exp_1_HumanEval/29,6,69.50321818174558
exp_1_HumanEval/30,8,62.94067992656165
exp_1_HumanEval/31,18,50.260736304181904
exp_1_HumanEval/32,8,53.93466793209672
exp_1_HumanEval/33,10,55.85134453225549
exp_1_HumanEval/34,3,76.55471099040834
exp_1_HumanEval/35,4,68.99926815486252
exp_1_HumanEval/36,0,0
exp_1_HumanEval/37,6,60.905726561794786
exp_1_HumanEval/38,12,76.57169154416931
exp_1_HumanEval/39,14,53.70456544773735
exp_1_HumanEval/40,19,48.095467327777094
exp_1_HumanEval/41,20,45.948074674231556
exp_1_HumanEval/42,6,67.30445109119393
exp_1_HumanEval/43,14,52.67318729990025
exp_1_HumanEval/44,10,59.781474549959135
exp_1_HumanEval/45,5,66.43225274485785
exp_1_HumanEval/46,7,59.40652827449934
exp_1_HumanEval/47,8,56.792793236034676
exp_1_HumanEval/48,9,59.94918644026558
exp_1_HumanEval/49,9,60.74456714239202
exp_1_HumanEval/50,8,57.78332237936903
exp_1_HumanEval/51,12,56.24891244625332
exp_1_HumanEval/52,10,64.328863602317
exp_1_HumanEval/53,9,59.38887493948038
exp_1_HumanEval/54,9,61.07769053730376
exp_1_HumanEval/55,8,59.63595158624024
exp_1_HumanEval/56,0,0
exp_1_HumanEval/57,13,56.901601885489825
exp_1_HumanEval/58,6,64.49306775579564
exp_1_HumanEval/59,0,0
exp_1_HumanEval/60,7,62.413318314805615
exp_1_HumanEval/61,0,0
exp_1_HumanEval/62,7,63.64263675407897
exp_1_HumanEval/63,11,55.16514369315962
exp_1_HumanEval/64,0,0
exp_1_HumanEval/65,8,81.09673296523312
exp_1_HumanEval/66,14,74.56366387223574
exp_1_HumanEval/67,9,74.7006255917627
exp_1_HumanEval/68,20,63.532363221250854
exp_1_HumanEval/69,30,57.44151248110772
exp_1_HumanEval/70,0,0
exp_1_HumanEval/71,14,71.71298575332703
exp_1_HumanEval/72,11,76.78761502821045
exp_1_HumanEval/73,15,68.30569607723406
exp_1_HumanEval/74,17,70.02323583146564
exp_1_HumanEval/75,15,51.93961408049218
exp_1_HumanEval/76,15,73.5365193426505
exp_1_HumanEval/77,10,78.66845123726004
exp_1_HumanEval/78,0,0
exp_1_HumanEval/79,7,89.3839539944668
exp_1_HumanEval/80,14,68.4743497793989
exp_1_HumanEval/81,22,58.545500455061486
exp_1_HumanEval/82,21,64.97926699105345
exp_1_HumanEval/83,0,0
exp_1_HumanEval/84,12,74.64651838993527
exp_1_HumanEval/85,7,86.13623050168806
exp_1_HumanEval/86,11,76.94565804180154
exp_1_HumanEval/87,12,71.02968202274147
exp_1_HumanEval/88,13,70.96522975980032
exp_1_HumanEval/89,13,69.21550753154688
exp_1_HumanEval/90,12,76.83897310564777
exp_1_HumanEval/91,0,0
exp_1_HumanEval/92,16,73.56828903787749
exp_1_HumanEval/93,11,72.1016368027348
exp_1_HumanEval/94,15,80.64722226787399
exp_1_HumanEval/95,14,69.7128575555957
exp_1_HumanEval/96,17,51.034547571932535
exp_1_HumanEval/97,10,76.158686761466
exp_1_HumanEval/98,0,0
exp_1_HumanEval/99,10,71.86969577032288
exp_1_HumanEval/100,10,75.97606162330553
exp_1_HumanEval/101,10,83.60999722555601
exp_1_HumanEval/102,14,69.07219207482117
exp_1_HumanEval/103,16,67.69712582100583
exp_1_HumanEval/104,10,82.08750357264364
exp_1_HumanEval/105,12,77.44540225421608
exp_1_HumanEval/106,8,59.45760216870255
exp_1_HumanEval/107,0,0
exp_1_HumanEval/108,0,0
exp_1_HumanEval/109,10,79.51401391996687
exp_1_HumanEval/110,14,73.1055284319519
exp_1_HumanEval/111,12,74.06372647442846
exp_1_HumanEval/112,13,55.7401591708291
exp_1_HumanEval/113,0,0
exp_1_HumanEval/114,18,65.2622658408327
exp_1_HumanEval/115,14,69.53740389256372
exp_1_HumanEval/116,0,0
exp_1_HumanEval/117,11,74.89947823666661
exp_1_HumanEval/118,21,63.99872495314204
exp_1_HumanEval/119,22,61.46262332077516
exp_1_HumanEval/120,13,77.7519348269611
exp_1_HumanEval/121,11,77.5279041555475
exp_1_HumanEval/122,0,0
exp_1_HumanEval/123,10,73.27378560304356
exp_1_HumanEval/124,29,53.09536163626456
exp_1_HumanEval/125,16,54.694841700504256
exp_1_HumanEval/126,19,66.678269046246
exp_1_HumanEval/127,13,68.49189039605221
exp_1_HumanEval/128,18,71.2100199779548
exp_1_HumanEval/129,23,59.658451673979755
exp_1_HumanEval/130,17,67.05336820205255
exp_1_HumanEval/131,11,74.53771596286715
exp_1_HumanEval/132,21,63.13916320051199
exp_1_HumanEval/133,0,0
exp_1_HumanEval/134,0,0
exp_1_HumanEval/135,9,81.5227496380086
exp_1_HumanEval/136,19,60.63177437326883
exp_1_HumanEval/137,14,71.99609547859323
exp_1_HumanEval/138,10,60.48860824455307
exp_1_HumanEval/139,7,85.32030076298858
exp_1_HumanEval/140,8,87.80432186620006
exp_1_HumanEval/141,36,52.11813746073623
exp_1_HumanEval/142,17,66.36364368777929
exp_1_HumanEval/143,11,78.04576184230069
exp_1_HumanEval/144,15,69.44595833613356
exp_1_HumanEval/145,10,80.12778474704916
exp_1_HumanEval/146,0,0
exp_1_HumanEval/147,0,0
exp_1_HumanEval/148,11,72.10624390273972
exp_1_HumanEval/149,0,0
exp_1_HumanEval/150,13,74.76574038026482
exp_1_HumanEval/151,15,68.500689949209
exp_1_HumanEval/152,9,78.25425014940495
exp_1_HumanEval/153,15,67.50772263977413
exp_1_HumanEval/154,10,85.88762460077051
exp_1_HumanEval/155,0,0
exp_1_HumanEval/156,24,55.02935530141367
exp_1_HumanEval/157,13,75.78864900194573
exp_1_HumanEval/158,18,65.54242679417844
exp_1_HumanEval/159,11,77.6665650624686
exp_1_HumanEval/160,12,68.35103421441933
exp_1_HumanEval/161,13,77.5367032050272
exp_1_HumanEval/162,8,86.11011780829419
exp_1_HumanEval/163,9,81.61584671850132
exp_2_HumanEval/0,12,54.82083788512913
exp_2_HumanEval/1,9,55.1313342392154
exp_2_HumanEval/2,5,64.62757067977226
exp_2_HumanEval/3,11,52.420622376856
exp_2_HumanEval/4,6,57.494110946261074
exp_2_HumanEval/5,9,57.24003577428627
exp_2_HumanEval/6,0,0
exp_2_HumanEval/7,8,63.39974359951962
exp_2_HumanEval/8,8,56.54320580984786
exp_2_HumanEval/9,8,59.081473406593545
exp_2_HumanEval/10,11,53.65662630214386
exp_2_HumanEval/11,6,62.11196585192192
exp_2_HumanEval/12,8,59.2560823105146
exp_2_HumanEval/13,7,62.03849521543632
exp_2_HumanEval/14,6,62.465050444989814
exp_2_HumanEval/15,5,66.44080176157009
exp_2_HumanEval/16,9,58.71168167605422
exp_2_HumanEval/17,11,56.00385915830369
exp_2_HumanEval/18,0,0
exp_2_HumanEval/19,7,60.91722764664106
exp_2_HumanEval/20,12,54.40556040338064
exp_2_HumanEval/21,8,59.39686372066753
exp_2_HumanEval/22,7,66.65547753010898
exp_2_HumanEval/23,5,67.82742192357686
exp_2_HumanEval/24,10,57.04243038413231
exp_2_HumanEval/25,0,0
exp_2_HumanEval/26,7,61.14479142987
exp_2_HumanEval/27,7,67.55841607562364
exp_2_HumanEval/28,5,66.9244833780622
exp_2_HumanEval/29,6,69.50321818174558
exp_2_HumanEval/30,8,62.94067992656165
exp_2_HumanEval/31,18,50.260736304181904
exp_2_HumanEval/32,8,53.93466793209672
exp_2_HumanEval/33,10,55.85134453225549
exp_2_HumanEval/34,3,76.55471099040834
exp_2_HumanEval/35,4,68.99926815486252
exp_2_HumanEval/36,0,0
exp_2_HumanEval/37,6,60.905726561794786
exp_2_HumanEval/38,12,76.57169154416931
exp_2_HumanEval/39,14,53.32930642334377
exp_2_HumanEval/40,19,46.00547575129043
exp_2_HumanEval/41,0,0
exp_2_HumanEval/42,6,67.30445109119393
exp_2_HumanEval/43,15,51.949048654674336
exp_2_HumanEval/44,10,59.781474549959135
exp_2_HumanEval/45,5,66.43225274485785
exp_2_HumanEval/46,7,59.40652827449934
exp_2_HumanEval/47,8,56.792793236034676
exp_2_HumanEval/48,9,59.94918644026558
exp_2_HumanEval/49,9,60.203524187930455
exp_2_HumanEval/50,8,57.78332237936903
exp_2_HumanEval/51,12,56.24891244625332
exp_2_HumanEval/52,10,64.328863602317
exp_2_HumanEval/53,9,59.38887493948038
exp_2_HumanEval/54,9,61.07769053730376
exp_2_HumanEval/55,9,58.78957641695353
exp_2_HumanEval/56,0,0
exp_2_HumanEval/57,13,56.901601885489825
exp_2_HumanEval/58,6,64.49306775579564
exp_2_HumanEval/59,0,0
exp_2_HumanEval/60,7,63.62111285961368
exp_2_HumanEval/61,0,0
exp_2_HumanEval/62,7,63.64263675407897
exp_2_HumanEval/63,11,55.16514369315962
exp_2_HumanEval/64,0,0
exp_2_HumanEval/65,8,81.09673296523312
exp_2_HumanEval/66,14,74.56366387223574
exp_2_HumanEval/67,9,73.61952591901259
exp_2_HumanEval/68,20,63.532363221250854
exp_2_HumanEval/69,30,57.424005220862675
exp_2_HumanEval/70,17,61.331536115241676
exp_2_HumanEval/71,14,71.71298575332703
exp_2_HumanEval/72,11,76.78761502821045
exp_2_HumanEval/73,15,68.30569607723406
exp_2_HumanEval/74,17,70.02323583146564
exp_2_HumanEval/75,15,51.93961408049218
exp_2_HumanEval/76,15,73.5365193426505
exp_2_HumanEval/77,10,78.90562005863525
exp_2_HumanEval/78,0,0
exp_2_HumanEval/79,7,89.3839539944668
exp_2_HumanEval/80,14,68.4743497793989
exp_2_HumanEval/81,22,58.545500455061486
exp_2_HumanEval/82,21,64.97926699105345
exp_2_HumanEval/83,0,0
exp_2_HumanEval/84,11,76.3618204792109
exp_2_HumanEval/85,7,86.13623050168806
exp_2_HumanEval/86,11,76.94565804180154
exp_2_HumanEval/87,12,71.02968202274147
exp_2_HumanEval/88,13,70.96522975980032
exp_2_HumanEval/89,13,69.21550753154688
exp_2_HumanEval/90,15,69.13219125626348
exp_2_HumanEval/91,0,0
exp_2_HumanEval/92,16,73.56828903787749
exp_2_HumanEval/93,12,71.61306612947789
exp_2_HumanEval/94,15,80.64722226787399
exp_2_HumanEval/95,16,65.97139977843845
exp_2_HumanEval/96,17,51.034547571932535
exp_2_HumanEval/97,10,76.158686761466
exp_2_HumanEval/98,0,0
exp_2_HumanEval/99,10,71.86969577032288
exp_2_HumanEval/100,10,77.49759069962587
exp_2_HumanEval/101,10,83.60999722555601
exp_2_HumanEval/102,14,69.07219207482117
exp_2_HumanEval/103,16,67.69712582100583
exp_2_HumanEval/104,10,82.08750357264364
exp_2_HumanEval/105,12,73.58094608097124
exp_2_HumanEval/106,8,58.319590054734554
exp_2_HumanEval/107,0,0
exp_2_HumanEval/108,0,0
exp_2_HumanEval/109,10,79.51401391996687
exp_2_HumanEval/110,16,72.92270658175798
exp_2_HumanEval/111,12,74.06372647442846
exp_2_HumanEval/112,13,55.7401591708291
exp_2_HumanEval/113,0,0
exp_2_HumanEval/114,18,65.2622658408327
exp_2_HumanEval/115,14,69.53740389256372
exp_2_HumanEval/116,0,0
exp_2_HumanEval/117,12,72.25580885067073
exp_2_HumanEval/118,20,65.10960520126717
exp_2_HumanEval/119,20,63.44854438797811
exp_2_HumanEval/120,13,77.7519348269611
exp_2_HumanEval/121,11,77.5279041555475
exp_2_HumanEval/122,9,79.37574718830955
exp_2_HumanEval/123,10,73.27378560304356
exp_2_HumanEval/124,29,53.09536163626456
exp_2_HumanEval/125,16,54.694841700504256
exp_2_HumanEval/126,19,66.678269046246
exp_2_HumanEval/127,13,68.49189039605221
exp_2_HumanEval/128,17,70.65060348147074
exp_2_HumanEval/129,23,60.20796756218819
exp_2_HumanEval/130,14,69.77959600200343
exp_2_HumanEval/131,11,74.53771596286715
exp_2_HumanEval/132,21,63.13916320051199
exp_2_HumanEval/133,0,0
exp_2_HumanEval/134,15,71.22539482473502
exp_2_HumanEval/135,9,81.5227496380086
exp_2_HumanEval/136,19,60.63177437326883
exp_2_HumanEval/137,14,71.99609547859323
exp_2_HumanEval/138,10,60.48860824455307
exp_2_HumanEval/139,7,85.32030076298858
exp_2_HumanEval/140,8,87.80432186620006
exp_2_HumanEval/141,0,0
exp_2_HumanEval/142,16,65.85956774760803
exp_2_HumanEval/143,11,78.04576184230069
exp_2_HumanEval/144,15,69.44595833613356
exp_2_HumanEval/145,10,80.12778474704916
exp_2_HumanEval/146,0,0
exp_2_HumanEval/147,0,0
exp_2_HumanEval/148,12,69.08829423683598
exp_2_HumanEval/149,0,0
exp_2_HumanEval/150,13,74.76574038026482
exp_2_HumanEval/151,15,68.500689949209
exp_2_HumanEval/152,9,78.25425014940495
exp_2_HumanEval/153,15,67.50772263977413
exp_2_HumanEval/154,11,83.35274583643823
exp_2_HumanEval/155,0,0
exp_2_HumanEval/156,18,66.70963362014207
exp_2_HumanEval/157,13,75.78864900194573
exp_2_HumanEval/158,18,65.54242679417844
exp_2_HumanEval/159,10,79.29037165538217
exp_2_HumanEval/160,12,68.35103421441933
exp_2_HumanEval/161,13,77.5367032050272
exp_2_HumanEval/162,8,86.11011780829419
exp_2_HumanEval/163,9,81.61584671850132
exp_3_HumanEval/0,12,55.542105724535425
exp_3_HumanEval/1,9,55.1313342392154
exp_3_HumanEval/2,5,64.62757067977226
exp_3_HumanEval/3,11,52.420622376856
exp_3_HumanEval/4,6,59.80562719867833
exp_3_HumanEval/5,9,57.24003577428627
exp_3_HumanEval/6,0,0
exp_3_HumanEval/7,8,63.39974359951962
exp_3_HumanEval/8,8,56.54320580984786
exp_3_HumanEval/9,8,59.081473406593545
exp_3_HumanEval/10,11,53.65662630214386
exp_3_HumanEval/11,6,62.11196585192192
exp_3_HumanEval/12,8,59.2560823105146
exp_3_HumanEval/13,7,62.03849521543632
exp_3_HumanEval/14,6,64.579041983756
exp_3_HumanEval/15,5,66.44080176157009
exp_3_HumanEval/16,9,58.71168167605422
exp_3_HumanEval/17,11,56.00385915830369
exp_3_HumanEval/18,0,0
exp_3_HumanEval/19,7,60.91722764664106
exp_3_HumanEval/20,0,0
exp_3_HumanEval/21,8,59.39686372066753
exp_3_HumanEval/22,7,66.65547753010898
exp_3_HumanEval/23,5,67.82742192357686
exp_3_HumanEval/24,10,57.04243038413231
exp_3_HumanEval/25,0,0
exp_3_HumanEval/26,7,61.14479142987
exp_3_HumanEval/27,7,67.55841607562364
exp_3_HumanEval/28,5,66.9244833780622
exp_3_HumanEval/29,6,69.50321818174558
exp_3_HumanEval/30,8,62.94067992656165
exp_3_HumanEval/31,18,50.260736304181904
exp_3_HumanEval/32,8,53.93466793209672
exp_3_HumanEval/33,11,57.01581978964958
exp_3_HumanEval/34,3,76.55471099040834
exp_3_HumanEval/35,4,68.99926815486252
exp_3_HumanEval/36,0,0
exp_3_HumanEval/37,6,60.905726561794786
exp_3_HumanEval/38,12,76.57169154416931
exp_3_HumanEval/39,14,53.70456544773735
exp_3_HumanEval/40,19,46.00547575129043
exp_3_HumanEval/41,0,0
exp_3_HumanEval/42,6,67.30445109119393
exp_3_HumanEval/43,15,52.86535120414971
exp_3_HumanEval/44,10,59.781474549959135
exp_3_HumanEval/45,5,66.43225274485785
exp_3_HumanEval/46,7,59.40652827449934
exp_3_HumanEval/47,8,56.792793236034676
exp_3_HumanEval/48,9,59.94918644026558
exp_3_HumanEval/49,9,60.203524187930455
exp_3_HumanEval/50,8,57.78332237936903
exp_3_HumanEval/51,12,56.24891244625332
exp_3_HumanEval/52,10,64.328863602317
exp_3_HumanEval/53,9,59.38887493948038
exp_3_HumanEval/54,9,61.07769053730376
exp_3_HumanEval/55,8,59.63595158624024
exp_3_HumanEval/56,0,0
exp_3_HumanEval/57,13,56.901601885489825
exp_3_HumanEval/58,6,64.49306775579564
exp_3_HumanEval/59,0,0
exp_3_HumanEval/60,7,62.413318314805615
exp_3_HumanEval/61,0,0
exp_3_HumanEval/62,7,63.64263675407897
exp_3_HumanEval/63,11,55.16514369315962
exp_3_HumanEval/64,0,0
exp_3_HumanEval/65,8,81.09673296523312
exp_3_HumanEval/66,14,74.56366387223574
exp_3_HumanEval/67,9,72.1404557552768
exp_3_HumanEval/68,20,63.532363221250854
exp_3_HumanEval/69,30,57.424005220862675
exp_3_HumanEval/70,0,0
exp_3_HumanEval/71,14,71.71298575332703
exp_3_HumanEval/72,11,76.78761502821045
exp_3_HumanEval/73,12,74.2576659433821
exp_3_HumanEval/74,17,70.02323583146564
exp_3_HumanEval/75,15,51.93961408049218
exp_3_HumanEval/76,14,73.94766159216498
exp_3_HumanEval/77,10,78.66845123726004
exp_3_HumanEval/78,0,0
exp_3_HumanEval/79,7,89.3839539944668
exp_3_HumanEval/80,14,68.4743497793989
exp_3_HumanEval/81,22,58.578871633685644
exp_3_HumanEval/82,21,64.97926699105345
exp_3_HumanEval/83,0,0
exp_3_HumanEval/84,11,80.24954963254085
exp_3_HumanEval/85,7,86.13623050168806
exp_3_HumanEval/86,11,76.94565804180154
exp_3_HumanEval/87,12,71.02968202274147
exp_3_HumanEval/88,13,70.96522975980032
exp_3_HumanEval/89,13,68.84829212390652
exp_3_HumanEval/90,15,69.13219125626348
exp_3_HumanEval/91,0,0
exp_3_HumanEval/92,16,73.56828903787749
exp_3_HumanEval/93,12,70.27318243899305
exp_3_HumanEval/94,16,76.32835772028987
exp_3_HumanEval/95,16,64.1088196896505
exp_3_HumanEval/96,17,51.034547571932535
exp_3_HumanEval/97,10,76.158686761466
exp_3_HumanEval/98,0,0
exp_3_HumanEval/99,11,75.51625578046446
exp_3_HumanEval/100,10,75.97606162330553
exp_3_HumanEval/101,10,83.60999722555601
exp_3_HumanEval/102,14,69.07219207482117
exp_3_HumanEval/103,16,67.69712582100583
exp_3_HumanEval/104,10,82.08750357264364
exp_3_HumanEval/105,12,77.44540225421608
exp_3_HumanEval/106,8,58.319590054734554
exp_3_HumanEval/107,0,0
exp_3_HumanEval/108,0,0
exp_3_HumanEval/109,10,79.51401391996687
exp_3_HumanEval/110,14,73.1055284319519
exp_3_HumanEval/111,12,74.06372647442846
exp_3_HumanEval/112,13,54.68826942410575
exp_3_HumanEval/113,0,0
exp_3_HumanEval/114,18,63.98859229549194
exp_3_HumanEval/115,14,68.07066299491908
exp_3_HumanEval/116,0,0
exp_3_HumanEval/117,11,74.89947823666661
exp_3_HumanEval/118,21,63.99872495314204
exp_3_HumanEval/119,20,63.44854438797811
exp_3_HumanEval/120,13,77.7519348269611
exp_3_HumanEval/121,11,77.5279041555475
exp_3_HumanEval/122,9,79.37574718830955
exp_3_HumanEval/123,10,73.27378560304356
exp_3_HumanEval/124,29,53.09536163626456
exp_3_HumanEval/125,16,54.694841700504256
exp_3_HumanEval/126,19,66.678269046246
exp_3_HumanEval/127,13,68.49189039605221
exp_3_HumanEval/128,18,70.30575303700259
exp_3_HumanEval/129,36,50.645166520150894
exp_3_HumanEval/130,17,67.05336820205255
exp_3_HumanEval/131,11,74.53771596286715
exp_3_HumanEval/132,24,62.837884374264874
exp_3_HumanEval/133,0,0
exp_3_HumanEval/134,15,71.22539482473502
exp_3_HumanEval/135,9,81.5227496380086
exp_3_HumanEval/136,19,60.63177437326883
exp_3_HumanEval/137,15,69.89500574797435
exp_3_HumanEval/138,10,60.48860824455307
exp_3_HumanEval/139,7,85.32030076298858
exp_3_HumanEval/140,8,87.71770675394735
