snippet_id,cc_total,mi
exp_1_HumanEval/115,9,52.27712550774105
exp_1_HumanEval/116,12,76.7862379791154
exp_1_HumanEval/117,11,81.2457209267131
exp_1_HumanEval/118,20,65.37922424691399
exp_1_HumanEval/119,14,79.22321004671801
exp_1_HumanEval/120,13,77.65552821368311
exp_1_HumanEval/121,12,82.01448648803117
exp_1_HumanEval/122,10,82.06067076877017
exp_1_HumanEval/123,6,95.36411955542329
exp_1_HumanEval/124,76,29.716803404823626
exp_1_HumanEval/125,15,55.09589429848228
exp_1_HumanEval/126,18,68.48514817507927
exp_1_HumanEval/127,12,75.18503308208861
exp_1_HumanEval/128,16,66.59644381550463
exp_1_HumanEval/129,25,69.01620268365669
exp_1_HumanEval/130,15,69.9001363702793
exp_1_HumanEval/131,13,80.1114190263677
exp_1_HumanEval/132,18,71.55421940751019
exp_1_HumanEval/133,16,73.00354000536048
exp_1_HumanEval/134,15,73.08618435879934
exp_1_HumanEval/135,9,81.66987973813795
exp_1_HumanEval/136,21,62.789433204173704
exp_1_HumanEval/137,13,74.32525406767223
exp_1_HumanEval/138,0,0
exp_1_HumanEval/139,7,84.77991667962408
exp_1_HumanEval/140,7,86.2446207322708
exp_1_HumanEval/141,33,54.81525765408103
exp_1_HumanEval/142,17,68.02824083079634
exp_1_HumanEval/143,11,82.92011688809762
exp_1_HumanEval/144,16,66.29100633344818
exp_1_HumanEval/145,9,82.40354863556998
exp_1_HumanEval/146,13,74.40937830616825
exp_1_HumanEval/147,6,68.04203505210504
exp_1_HumanEval/148,84,25.74914283636942
exp_1_HumanEval/149,11,83.71131782875985
exp_1_HumanEval/150,13,74.08649806401692
exp_1_HumanEval/151,16,78.69572346539216
exp_1_HumanEval/152,8,87.47158601501108
exp_1_HumanEval/153,16,70.17529806916647
exp_1_HumanEval/154,11,80.68754694604576
exp_1_HumanEval/155,13,70.98687459684471
exp_1_HumanEval/156,17,74.74019494965205
exp_1_HumanEval/157,14,72.58184093112595
exp_1_HumanEval/158,14,71.96272403100737
exp_1_HumanEval/159,11,77.32760554569862
exp_1_HumanEval/160,12,71.57969495085374
exp_1_HumanEval/161,13,79.85625034148346
exp_1_HumanEval/162,8,84.63823016404464
exp_1_HumanEval/163,11,79.20838690940725
exp_2_HumanEval/0,12,55.542105724535425
exp_2_HumanEval/1,6,78.10349451373528
exp_2_HumanEval/2,5,64.79305725308157
exp_2_HumanEval/3,10,54.366040439081836
exp_2_HumanEval/4,6,61.7676104844483
exp_2_HumanEval/5,6,61.64473767337633
exp_2_HumanEval/6,6,81.86888383932174
exp_2_HumanEval/7,8,63.39974359951962
exp_2_HumanEval/8,7,59.397541781676736
exp_2_HumanEval/9,7,60.80883741605831
exp_2_HumanEval/10,12,52.54910670821431
exp_2_HumanEval/11,5,64.71354490773263
exp_2_HumanEval/12,6,64.22776828130313
exp_2_HumanEval/13,7,62.77594718764167
exp_2_HumanEval/14,6,64.579041983756
exp_2_HumanEval/15,6,66.30629883759347
exp_2_HumanEval/16,7,62.32803225006178
exp_2_HumanEval/17,7,62.88433741822442
exp_2_HumanEval/18,6,64.60145798637839
exp_2_HumanEval/19,7,61.52864521531278
exp_2_HumanEval/20,11,54.01778288745445
exp_2_HumanEval/21,9,57.56043032482468
exp_2_HumanEval/22,7,66.65547753010898
exp_2_HumanEval/23,5,67.82742192357686
exp_2_HumanEval/24,9,60.10613697166533
exp_2_HumanEval/25,13,50.25504370898268
exp_2_HumanEval/26,8,61.99932958459582
exp_2_HumanEval/27,6,67.69291899960024
exp_2_HumanEval/28,5,66.9244833780622
exp_2_HumanEval/29,6,69.50321818174558
exp_2_HumanEval/30,8,62.94067992656165
exp_2_HumanEval/31,18,50.4738777526029
exp_2_HumanEval/32,11,50.11824026846212
exp_2_HumanEval/33,11,54.38274064735322
exp_2_HumanEval/34,3,76.55471099040834
exp_2_HumanEval/35,4,68.99926815486252
exp_2_HumanEval/36,14,53.914749599234135
exp_2_HumanEval/37,7,60.96867143187363
exp_2_HumanEval/38,12,76.57169154416931
exp_2_HumanEval/39,14,53.88068538512869
exp_2_HumanEval/40,22,46.18381790866204
exp_2_HumanEval/41,7,82.28439770807806
exp_2_HumanEval/42,6,67.30445109119393
exp_2_HumanEval/43,17,61.37258765141635
exp_2_HumanEval/44,11,56.247257803906535
exp_2_HumanEval/45,5,66.43225274485785
exp_2_HumanEval/46,6,85.07654761218542
exp_2_HumanEval/47,8,57.27349800971293
exp_2_HumanEval/48,9,59.94918644026558
exp_2_HumanEval/49,9,61.38734217850669
exp_2_HumanEval/50,8,57.829436172777896
exp_2_HumanEval/51,11,60.4755612944388
exp_2_HumanEval/52,10,64.328863602317
exp_2_HumanEval/53,9,59.38887493948038
exp_2_HumanEval/54,9,61.07769053730376
exp_2_HumanEval/55,8,59.63595158624024
exp_2_HumanEval/56,18,52.1410810760207
exp_2_HumanEval/57,13,57.468145259343196
exp_2_HumanEval/58,6,65.3960063013103
exp_2_HumanEval/59,7,37.17599409170316
exp_2_HumanEval/60,7,63.62111285961368
exp_2_HumanEval/61,18,52.1410810760207
exp_2_HumanEval/62,8,61.977654082701214
exp_2_HumanEval/63,12,53.85770801309114
exp_2_HumanEval/64,12,74.13938984943515
exp_2_HumanEval/65,8,80.09157944606096
exp_2_HumanEval/66,14,79.34592109193899
exp_2_HumanEval/67,9,75.39547316281627
exp_2_HumanEval/68,16,78.0054771274609
exp_2_HumanEval/69,30,60.700140036439514
exp_2_HumanEval/70,13,73.11741867574234
exp_2_HumanEval/71,14,72.73461178733206
exp_2_HumanEval/72,11,74.80622870839886
exp_2_HumanEval/73,92,35.480412870829085
exp_2_HumanEval/74,17,70.02323583146564
exp_2_HumanEval/75,16,51.83199192974402
exp_2_HumanEval/76,13,74.53969968046825
exp_2_HumanEval/77,10,78.55078511062634
exp_2_HumanEval/78,16,65.16356142961747
exp_2_HumanEval/79,7,86.26410429704482
exp_2_HumanEval/80,13,69.20483132871765
exp_2_HumanEval/81,22,61.2505952663505
exp_2_HumanEval/82,0,0
exp_2_HumanEval/83,12,82.13896429009284
exp_2_HumanEval/84,10,84.87171181155465
exp_2_HumanEval/85,7,92.47005312385046
exp_2_HumanEval/86,10,82.97614204558012
exp_2_HumanEval/87,11,71.69675946474
exp_2_HumanEval/88,0,0
exp_2_HumanEval/89,10,46.22062412737526
exp_2_HumanEval/90,11,76.28581410971627
exp_2_HumanEval/91,9,83.62016567890439
exp_2_HumanEval/92,16,73.56828903787749
exp_2_HumanEval/93,8,91.54583034815018
exp_2_HumanEval/94,132,36.1555394694736
exp_2_HumanEval/95,13,68.9066354676663
exp_2_HumanEval/96,0,0
exp_2_HumanEval/97,10,78.77321386183283
exp_2_HumanEval/98,13,76.30664038748382
exp_2_HumanEval/99,7,92.09426852076584
exp_2_HumanEval/100,8,41.74211295875841
exp_2_HumanEval/101,10,83.60999722555601
exp_2_HumanEval/102,13,70.03811243726886
exp_2_HumanEval/103,15,70.55534867838442
exp_2_HumanEval/104,10,90.86342674375561
exp_2_HumanEval/105,0,0
exp_2_HumanEval/106,8,64.29700281490666
exp_2_HumanEval/107,10,32.15420229556721
exp_2_HumanEval/108,13,76.69797205667716
exp_2_HumanEval/109,0,0
exp_2_HumanEval/110,14,72.73205607682027
exp_2_HumanEval/111,10,81.62086253674524
exp_2_HumanEval/112,11,72.63710378879087
exp_2_HumanEval/113,7,88.148051300731
exp_2_HumanEval/114,14,25.05404252687868
exp_2_HumanEval/115,9,54.99161854126133
exp_2_HumanEval/116,12,76.7862379791154
exp_2_HumanEval/117,17,73.51992918082735
exp_2_HumanEval/118,20,64.64332315646925
exp_2_HumanEval/119,14,79.22321004671801
exp_2_HumanEval/120,13,77.65552821368311
exp_2_HumanEval/121,12,82.01448648803117
exp_2_HumanEval/122,9,86.53299423280755
exp_2_HumanEval/123,9,74.4781924533998
exp_2_HumanEval/124,0,0
exp_2_HumanEval/125,14,55.23039722245889
exp_2_HumanEval/126,18,67.75466039545103
exp_2_HumanEval/127,12,75.18503308208861
exp_2_HumanEval/128,16,66.59644381550463
exp_2_HumanEval/129,26,72.84820088228469
exp_2_HumanEval/130,15,69.9001363702793
exp_2_HumanEval/131,9,87.96287270117062
exp_2_HumanEval/132,18,71.55421940751019
exp_2_HumanEval/133,15,74.1596689633421
exp_2_HumanEval/134,15,72.98393040151755
exp_2_HumanEval/135,7,91.65962978523154
exp_2_HumanEval/136,21,62.789433204173704
exp_2_HumanEval/137,13,74.32525406767223
exp_2_HumanEval/138,10,60.003120815267835
exp_2_HumanEval/139,7,84.77991667962408
exp_2_HumanEval/140,7,86.2446207322708
exp_2_HumanEval/141,32,54.970703317673305
exp_2_HumanEval/142,17,69.7706974746487
exp_2_HumanEval/143,11,82.92011688809762
exp_2_HumanEval/144,16,66.29100633344818
exp_2_HumanEval/145,9,70.89195107158578
exp_2_HumanEval/146,13,74.40937830616825
exp_2_HumanEval/147,6,41.90267116889946
exp_2_HumanEval/148,84,25.74914283636942
exp_2_HumanEval/149,11,80.41299505760682
exp_2_HumanEval/150,13,74.08649806401692
exp_2_HumanEval/151,14,80.59240343972354
exp_2_HumanEval/152,8,87.47158601501108
exp_2_HumanEval/153,16,70.17529806916647
exp_2_HumanEval/154,11,84.22944694664604
exp_2_HumanEval/155,13,74.19587578048014
exp_2_HumanEval/156,17,74.74019494965205
exp_2_HumanEval/157,14,72.58184093112595
exp_2_HumanEval/158,14,74.334126220079
exp_2_HumanEval/159,11,77.32760554569862
exp_2_HumanEval/160,13,71.0127790685154
exp_2_HumanEval/161,13,79.85625034148346
exp_2_HumanEval/162,8,84.63823016404464
exp_2_HumanEval/163,10,82.31558756849527
exp_3_HumanEval/0,12,55.542105724535425
exp_3_HumanEval/1,6,78.10349451373528
exp_3_HumanEval/2,5,64.79305725308157
exp_3_HumanEval/3,10,54.366040439081836
exp_3_HumanEval/4,6,61.7676104844483
exp_3_HumanEval/5,6,61.47092261374609
exp_3_HumanEval/6,6,81.86888383932174
exp_3_HumanEval/7,8,63.39974359951962
exp_3_HumanEval/8,7,59.397541781676736
exp_3_HumanEval/9,7,61.287221063069296
exp_3_HumanEval/10,12,52.54910670821431
exp_3_HumanEval/11,5,64.71354490773263
exp_3_HumanEval/12,6,64.22776828130313
exp_3_HumanEval/13,7,62.77594718764167
exp_3_HumanEval/14,6,64.579041983756
exp_3_HumanEval/15,6,66.30629883759347
exp_3_HumanEval/16,7,62.32803225006178
exp_3_HumanEval/17,11,56.00385915830369
exp_3_HumanEval/18,6,65.71333222262844
exp_3_HumanEval/19,7,61.52864521531278
exp_3_HumanEval/20,11,54.01778288745445
exp_3_HumanEval/21,9,57.56043032482468
exp_3_HumanEval/22,7,66.65547753010898
exp_3_HumanEval/23,5,67.82742192357686
exp_3_HumanEval/24,9,60.10613697166533
exp_3_HumanEval/25,14,48.440424769988496
exp_3_HumanEval/26,8,61.99932958459582
exp_3_HumanEval/27,5,66.9244833780622
exp_3_HumanEval/28,5,66.9244833780622
exp_3_HumanEval/29,6,69.50321818174558
exp_3_HumanEval/30,8,62.94067992656165
exp_3_HumanEval/31,18,50.4738777526029
exp_3_HumanEval/32,11,50.145121041690565
exp_3_HumanEval/33,11,54.38274064735322
exp_3_HumanEval/34,3,76.55471099040834
exp_3_HumanEval/35,4,68.99926815486252
exp_3_HumanEval/36,14,53.914749599234135
exp_3_HumanEval/37,7,55.25714589080824
exp_3_HumanEval/38,12,76.57169154416931
exp_3_HumanEval/39,15,52.24109263073232
exp_3_HumanEval/40,15,63.491436183727686
exp_3_HumanEval/41,7,82.28439770807806
exp_3_HumanEval/42,6,67.30445109119393
exp_3_HumanEval/43,18,59.66986336757134
exp_3_HumanEval/44,15,51.15845468628039
exp_3_HumanEval/45,5,66.43225274485785
exp_3_HumanEval/46,6,85.07654761218542
exp_3_HumanEval/47,8,56.75777085447221
exp_3_HumanEval/48,9,59.94918644026558
exp_3_HumanEval/49,9,61.38734217850669
exp_3_HumanEval/50,8,57.829436172777896
exp_3_HumanEval/51,11,60.4755612944388
exp_3_HumanEval/52,10,64.328863602317
exp_3_HumanEval/53,9,59.38887493948038
exp_3_HumanEval/54,9,61.07769053730376
exp_3_HumanEval/55,8,59.63595158624024
exp_3_HumanEval/56,18,52.1410810760207
exp_3_HumanEval/57,11,58.34164039349198
exp_3_HumanEval/58,6,66.44872847079279
exp_3_HumanEval/59,7,37.17599409170316
exp_3_HumanEval/60,7,63.62111285961368
exp_3_HumanEval/61,18,52.1410810760207
exp_3_HumanEval/62,8,61.977654082701214
exp_3_HumanEval/63,12,53.85770801309114
exp_3_HumanEval/64,12,79.7026418372601
exp_3_HumanEval/65,8,80.09157944606096
exp_3_HumanEval/66,14,79.34592109193899
exp_3_HumanEval/67,9,75.39547316281627
exp_3_HumanEval/68,16,78.0054771274609
exp_3_HumanEval/69,40,50.48881222455144
exp_3_HumanEval/70,12,77.35656585983861
exp_3_HumanEval/71,14,72.63284820401836
exp_3_HumanEval/72,11,74.80622870839886
exp_3_HumanEval/73,10,86.10086293676099
exp_3_HumanEval/74,15,71.82822110703077
exp_3_HumanEval/75,16,51.83199192974402
exp_3_HumanEval/76,13,74.83946258248491
exp_3_HumanEval/77,10,78.55078511062634
exp_3_HumanEval/78,11,74.89947823666661
exp_3_HumanEval/79,7,86.26410429704482
exp_3_HumanEval/80,13,69.20483132871765
exp_3_HumanEval/81,22,61.2505952663505
exp_3_HumanEval/82,21,64.97926699105345
exp_3_HumanEval/83,12,82.13896429009284
exp_3_HumanEval/84,10,84.87171181155465
exp_3_HumanEval/85,7,92.47005312385046
exp_3_HumanEval/86,10,82.97614204558012
exp_3_HumanEval/87,13,67.43013336484853
exp_3_HumanEval/88,55,30.14854867173765
exp_3_HumanEval/89,10,54.064020363129515
exp_3_HumanEval/90,11,76.28581410971627
exp_3_HumanEval/91,11,79.22329578158495
exp_3_HumanEval/92,16,73.56828903787749
exp_3_HumanEval/93,7,76.15845614563021
exp_3_HumanEval/94,11,87.89869778729539
exp_3_HumanEval/95,13,68.96685398342076
exp_3_HumanEval/96,0,0
exp_3_HumanEval/97,10,78.77321386183283
exp_3_HumanEval/98,13,76.30664038748382
exp_3_HumanEval/99,7,92.09426852076584
exp_3_HumanEval/100,8,40.98654640322771
exp_3_HumanEval/101,10,83.60999722555601
exp_3_HumanEval/102,13,69.82038568353043
exp_3_HumanEval/103,15,70.33437161543313
exp_3_HumanEval/104,10,90.86342674375561
exp_3_HumanEval/105,81,43.894020047012866
exp_3_HumanEval/106,6,67.44688072439324
exp_3_HumanEval/107,10,33.96972866103861
exp_3_HumanEval/108,13,76.69797205667716
exp_3_HumanEval/109,0,0
exp_3_HumanEval/110,15,73.20928797765752
exp_3_HumanEval/111,12,73.55772621960392
exp_3_HumanEval/112,12,70.09298808445087
exp_3_HumanEval/113,7,90.44496399902094
exp_3_HumanEval/114,18,66.1361753063967
exp_3_HumanEval/115,9,56.82273055563541
exp_3_HumanEval/116,12,76.7862379791154
exp_3_HumanEval/117,9,84.99693870709486
exp_3_HumanEval/118,22,61.22534354120006
